epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/mad_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),metrics/madurez_acc,metrics/madurez_f1,val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/mad_loss,lr/pg0,lr/pg1,lr/pg2
55,1177.12,0.61538,1.20692,0.57259,1.11283,0,0.73442,0.831,0.72485,0.76202,0.63644,0.81054,0.69173,0.7387,0.63058,0.59402,0.57039,0.60584,1.38048,0.64254,1.13745,0,0.88737,0.000775822,0.000775822,0.000775822
56,1198.58,0.62369,1.20205,0.58916,1.11676,0,0.71566,0.78939,0.74887,0.77172,0.63404,0.77361,0.73529,0.74637,0.62628,0.67094,0.66019,0.61621,1.3225,0.63529,1.15431,0,0.74641,0.000759318,0.000759318,0.000759318
57,1219.6,0.60767,1.18218,0.58198,1.10844,0,0.68854,0.79508,0.76018,0.78091,0.64521,0.77776,0.73303,0.7461,0.6336,0.67094,0.6437,0.60203,1.36944,0.61184,1.1327,0,0.73846,0.000742815,0.000742815,0.000742815
58,1240.7,0.60957,1.17704,0.58237,1.10647,0,0.707,0.77869,0.74957,0.76269,0.62828,0.78567,0.73623,0.74604,0.62567,0.61966,0.58721,0.65701,1.40781,0.66416,1.17982,0,0.93331,0.000726312,0.000726312,0.000726312
59,1261.94,0.61046,1.20782,0.56163,1.10523,0,0.74968,0.83647,0.75113,0.79049,0.64125,0.84352,0.71719,0.75446,0.62913,0.61111,0.60198,0.61792,1.39427,0.63159,1.14405,0,0.79794,0.000709809,0.000709809,0.000709809
60,1282.98,0.60328,1.15238,0.56793,1.10518,0,0.7387,0.79421,0.76018,0.77913,0.63885,0.78811,0.73982,0.7556,0.63091,0.65812,0.64439,0.60889,1.35922,0.62569,1.14688,0,0.75352,0.000693305,0.000693305,0.000693305
61,1303.96,0.59783,1.16109,0.55546,1.09275,0,0.71301,0.82204,0.74887,0.77481,0.63658,0.78134,0.73077,0.7408,0.62483,0.65385,0.6438,0.61984,1.37335,0.62458,1.14096,0,0.77756,0.000676802,0.000676802,0.000676802
62,1325.02,0.6139,1.19114,0.55744,1.10699,0,0.70818,0.77947,0.74887,0.76742,0.63436,0.75124,0.72851,0.73962,0.62463,0.64957,0.63077,0.6503,1.36748,0.63897,1.15225,0,0.74768,0.000660299,0.000660299,0.000660299
63,1346.23,0.60436,1.17426,0.55544,1.09617,0,0.73474,0.81863,0.74566,0.76529,0.63253,0.79762,0.72911,0.73101,0.62136,0.67521,0.66875,0.61781,1.42557,0.61777,1.14561,0,0.73594,0.000643795,0.000643795,0.000643795
64,1367.81,0.59544,1.15902,0.54429,1.09791,0,0.70145,0.81001,0.74434,0.78488,0.64284,0.80028,0.72398,0.75603,0.63513,0.62393,0.60189,0.63569,1.43078,0.61081,1.15391,0,0.86217,0.000627292,0.000627292,0.000627292
65,1388.86,0.58941,1.16198,0.54804,1.09707,0,0.67569,0.82501,0.74887,0.78414,0.64348,0.79841,0.72851,0.7445,0.62745,0.65812,0.65191,0.61447,1.4151,0.60583,1.13732,0,0.76111,0.000610789,0.000610789,0.000610789
66,1409.79,0.60035,1.15457,0.53692,1.1028,0,0.68917,0.81342,0.74887,0.77497,0.63887,0.78931,0.71946,0.72953,0.61863,0.68803,0.6665,0.61429,1.39792,0.60397,1.14335,0,0.78186,0.000594286,0.000594286,0.000594286
67,1430.25,0.63787,1.14369,0.55769,1.11855,0,0.73383,0.83574,0.7436,0.77509,0.63886,0.8243,0.71493,0.74143,0.62583,0.63675,0.61988,0.64953,1.39466,0.63248,1.15512,0,0.76069,0.000577782,0.000577782,0.000577782
68,1449.75,0.60616,1.14001,0.54524,1.10465,0,0.67222,0.82296,0.73077,0.77482,0.64059,0.80367,0.70191,0.74226,0.62998,0.66239,0.64835,0.61227,1.39496,0.60743,1.14618,0,0.78468,0.000561279,0.000561279,0.000561279
69,1469.23,0.58714,1.14576,0.54483,1.09428,0,0.6719,0.83454,0.72398,0.77255,0.64307,0.81908,0.70654,0.74688,0.62832,0.63248,0.61182,0.62429,1.40962,0.60148,1.15151,0,0.86194,0.000544776,0.000544776,0.000544776
70,1489.82,0.59032,1.14269,0.54851,1.09286,0,0.7081,0.82776,0.74002,0.77532,0.64404,0.80603,0.72418,0.75062,0.63281,0.61966,0.60078,0.60589,1.39706,0.58821,1.13993,0,0.84019,0.000528272,0.000528272,0.000528272
71,1510.87,0.58911,1.14019,0.5327,1.09996,0,0.72742,0.80786,0.76018,0.77499,0.63729,0.76318,0.73756,0.73352,0.62426,0.66239,0.65486,0.61163,1.38011,0.60103,1.14358,0,0.73469,0.000511769,0.000511769,0.000511769
