epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/mad_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),metrics/madurez_acc,metrics/madurez_f1,val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/mad_loss,lr/pg0,lr/pg1,lr/pg2
79,1629.43,0.55915,1.45406,0.48506,1.07271,0,0.70767,0.80998,0.77113,0.79563,0.64783,0.82141,0.71174,0.72805,0.48418,0.61506,0.61208,0.59611,2.10273,0.5838,1.13511,0,0.83417,0.000379743,0.000379743,0.000379743
80,1649.25,0.55714,1.44551,0.48584,1.08043,0,0.65154,0.82402,0.78171,0.80339,0.64455,0.77496,0.73765,0.73702,0.50428,0.61506,0.61009,0.59928,2.08084,0.60288,1.14329,0,0.86494,0.000363239,0.000363239,0.000363239
81,1668.99,0.56602,1.43578,0.49012,1.08423,0,0.67547,0.8177,0.75489,0.78737,0.6433,0.7878,0.70526,0.70559,0.46682,0.66527,0.63907,0.62755,2.17958,0.59834,1.15739,0,0.79211,0.000346736,0.000346736,0.000346736
82,1688.86,0.5639,1.45555,0.48819,1.07992,0,0.67145,0.79531,0.78998,0.8018,0.64696,0.73261,0.73483,0.721,0.47464,0.64854,0.64558,0.59177,2.2231,0.588,1.13949,0,0.78682,0.000330233,0.000330233,0.000330233
83,1708.56,0.5449,1.44918,0.48442,1.07301,0,0.64705,0.83167,0.76147,0.78811,0.63574,0.78267,0.71832,0.71562,0.46289,0.67782,0.65794,0.62637,2.18727,0.60713,1.16077,0,0.75334,0.000313729,0.000313729,0.000313729
84,1728.42,0.55274,1.44594,0.48538,1.07387,0,0.66095,0.83697,0.76805,0.79621,0.6419,0.78578,0.70973,0.72321,0.48918,0.64854,0.63797,0.60792,2.21278,0.60702,1.16059,0,0.75675,0.000297226,0.000297226,0.000297226
85,1748.19,0.55274,1.42812,0.47086,1.07705,0,0.66831,0.83261,0.76805,0.79807,0.64572,0.80679,0.71657,0.72661,0.49895,0.64435,0.6325,0.60554,2.17269,0.57924,1.15056,0,0.7802,0.000280723,0.000280723,0.000280723
86,1767.96,0.54631,1.39416,0.46896,1.06301,0,0.62316,0.80394,0.78322,0.79879,0.6497,0.79532,0.70954,0.73333,0.49368,0.6569,0.64806,0.61774,2.21726,0.59522,1.15255,0,0.75232,0.00026422,0.00026422,0.00026422
87,1787.74,0.54706,1.3839,0.46301,1.06528,0,0.64889,0.82797,0.76147,0.79449,0.64418,0.79243,0.71809,0.72902,0.50266,0.64017,0.63036,0.60015,2.19082,0.57788,1.15165,0,0.7996,0.000247716,0.000247716,0.000247716
88,1808.14,0.54524,1.38223,0.45829,1.07727,0,0.62528,0.8381,0.77061,0.79329,0.64192,0.7746,0.74234,0.73358,0.49703,0.64854,0.63453,0.62111,2.18239,0.59119,1.1635,0,0.77165,0.000231213,0.000231213,0.000231213
89,1828.59,0.53913,1.37036,0.46502,1.07514,0,0.62678,0.83484,0.76782,0.79517,0.6399,0.79501,0.72928,0.72871,0.48674,0.64435,0.63997,0.61319,2.19482,0.58858,1.15828,0,0.77361,0.00021471,0.00021471,0.00021471
90,1848.36,0.53245,1.35666,0.4503,1.05967,0,0.63067,0.84906,0.77835,0.80925,0.64955,0.78139,0.74004,0.74021,0.50384,0.6318,0.62078,0.60132,2.20607,0.57835,1.15104,0,0.78044,0.000198206,0.000198206,0.000198206
91,1868.18,0.52771,1.3226,0.45601,1.05586,0,0.62886,0.82533,0.78121,0.80471,0.64625,0.77726,0.7249,0.7247,0.47698,0.65272,0.64858,0.60696,2.22971,0.58798,1.1531,0,0.78169,0.000181703,0.000181703,0.000181703
92,1887.89,0.52969,1.32292,0.44488,1.06367,0,0.58912,0.84663,0.77243,0.80708,0.64808,0.79976,0.7224,0.74026,0.49409,0.66527,0.66033,0.61143,2.21545,0.58736,1.15601,0,0.75306,0.0001652,0.0001652,0.0001652
